sample_id,alpha,lambda,pair_label,label,cascade_size
459,1.5,1.0,"α=1.5,λ=1.0",true,73
459,1.5,1.0,"α=1.5,λ=1.0",false,3
459,2.0,1.5,"α=2.0,λ=1.5",true,73
459,2.0,1.5,"α=2.0,λ=1.5",false,3
459,3.0,2.0,"α=3.0,λ=2.0",true,74
459,3.0,2.0,"α=3.0,λ=2.0",false,6
460,control,control,control,true,34
460,control,control,control,false,48
460,1.5,1.0,"α=1.5,λ=1.0",true,33
460,1.5,1.0,"α=1.5,λ=1.0",false,27
460,2.0,1.5,"α=2.0,λ=1.5",true,33
460,2.0,1.5,"α=2.0,λ=1.5",false,29
460,3.0,2.0,"α=3.0,λ=2.0",true,33
460,3.0,2.0,"α=3.0,λ=2.0",false,30
461,control,control,control,true,36
461,control,control,control,false,52
461,1.5,1.0,"α=1.5,λ=1.0",true,2
461,1.5,1.0,"α=1.5,λ=1.0",false,12
461,2.0,1.5,"α=2.0,λ=1.5",true,2
461,2.0,1.5,"α=2.0,λ=1.5",false,14
461,3.0,2.0,"α=3.0,λ=2.0",true,4
461,3.0,2.0,"α=3.0,λ=2.0",false,21
462,control,control,control,true,66
462,control,control,control,false,48
462,1.5,1.0,"α=1.5,λ=1.0",true,60
462,1.5,1.0,"α=1.5,λ=1.0",false,48
462,2.0,1.5,"α=2.0,λ=1.5",true,63
462,2.0,1.5,"α=2.0,λ=1.5",false,48
462,3.0,2.0,"α=3.0,λ=2.0",true,63
462,3.0,2.0,"α=3.0,λ=2.0",false,48
463,control,control,control,true,30
463,control,control,control,false,78
463,1.5,1.0,"α=1.5,λ=1.0",true,12
463,1.5,1.0,"α=1.5,λ=1.0",false,77
463,2.0,1.5,"α=2.0,λ=1.5",true,17
463,2.0,1.5,"α=2.0,λ=1.5",false,77
463,3.0,2.0,"α=3.0,λ=2.0",true,21
463,3.0,2.0,"α=3.0,λ=2.0",false,77
464,control,control,control,true,67
464,control,control,control,false,28
464,1.5,1.0,"α=1.5,λ=1.0",true,59
464,1.5,1.0,"α=1.5,λ=1.0",false,21
464,2.0,1.5,"α=2.0,λ=1.5",true,61
464,2.0,1.5,"α=2.0,λ=1.5",false,21
464,3.0,2.0,"α=3.0,λ=2.0",true,61
464,3.0,2.0,"α=3.0,λ=2.0",false,24
465,control,control,control,true,62
465,control,control,control,false,65
465,1.5,1.0,"α=1.5,λ=1.0",true,31
465,1.5,1.0,"α=1.5,λ=1.0",false,57
465,2.0,1.5,"α=2.0,λ=1.5",true,45
465,2.0,1.5,"α=2.0,λ=1.5",false,57
465,3.0,2.0,"α=3.0,λ=2.0",true,46
465,3.0,2.0,"α=3.0,λ=2.0",false,57
466,control,control,control,true,23
466,control,control,control,false,82
466,1.5,1.0,"α=1.5,λ=1.0",true,23
466,1.5,1.0,"α=1.5,λ=1.0",false,80
466,2.0,1.5,"α=2.0,λ=1.5",true,23
466,2.0,1.5,"α=2.0,λ=1.5",false,81
466,3.0,2.0,"α=3.0,λ=2.0",true,23
466,3.0,2.0,"α=3.0,λ=2.0",false,81
467,control,control,control,true,23
467,control,control,control,false,84
467,1.5,1.0,"α=1.5,λ=1.0",true,23
467,1.5,1.0,"α=1.5,λ=1.0",false,3
467,2.0,1.5,"α=2.0,λ=1.5",true,23
467,2.0,1.5,"α=2.0,λ=1.5",false,3
467,3.0,2.0,"α=3.0,λ=2.0",true,23
467,3.0,2.0,"α=3.0,λ=2.0",false,51
468,control,control,control,true,26
468,control,control,control,false,48
468,1.5,1.0,"α=1.5,λ=1.0",true,16
468,1.5,1.0,"α=1.5,λ=1.0",false,27
468,2.0,1.5,"α=2.0,λ=1.5",true,17
468,2.0,1.5,"α=2.0,λ=1.5",false,29
468,3.0,2.0,"α=3.0,λ=2.0",true,22
468,3.0,2.0,"α=3.0,λ=2.0",false,34
469,control,control,control,true,23
469,control,control,control,false,21
469,1.5,1.0,"α=1.5,λ=1.0",true,20
469,1.5,1.0,"α=1.5,λ=1.0",false,17
469,2.0,1.5,"α=2.0,λ=1.5",true,21
469,2.0,1.5,"α=2.0,λ=1.5",false,20
469,3.0,2.0,"α=3.0,λ=2.0",true,23
469,3.0,2.0,"α=3.0,λ=2.0",false,21
470,control,control,control,true,88
470,control,control,control,false,46
470,1.5,1.0,"α=1.5,λ=1.0",true,87
470,1.5,1.0,"α=1.5,λ=1.0",false,42
470,2.0,1.5,"α=2.0,λ=1.5",true,87
470,2.0,1.5,"α=2.0,λ=1.5",false,40
470,3.0,2.0,"α=3.0,λ=2.0",true,88
470,3.0,2.0,"α=3.0,λ=2.0",false,43
471,control,control,control,true,71
471,control,control,control,false,48
471,1.5,1.0,"α=1.5,λ=1.0",true,67
471,1.5,1.0,"α=1.5,λ=1.0",false,39
471,2.0,1.5,"α=2.0,λ=1.5",true,68
471,2.0,1.5,"α=2.0,λ=1.5",false,41
471,3.0,2.0,"α=3.0,λ=2.0",true,71
471,3.0,2.0,"α=3.0,λ=2.0",false,43
472,control,control,control,true,34
472,control,control,control,false,55
472,1.5,1.0,"α=1.5,λ=1.0",true,5
472,1.5,1.0,"α=1.5,λ=1.0",false,38
472,2.0,1.5,"α=2.0,λ=1.5",true,25
472,2.0,1.5,"α=2.0,λ=1.5",false,38
472,3.0,2.0,"α=3.0,λ=2.0",true,27
472,3.0,2.0,"α=3.0,λ=2.0",false,38
473,control,control,control,true,23
473,control,control,control,false,92
473,1.5,1.0,"α=1.5,λ=1.0",true,16
473,1.5,1.0,"α=1.5,λ=1.0",false,27
473,2.0,1.5,"α=2.0,λ=1.5",true,18
473,2.0,1.5,"α=2.0,λ=1.5",false,43
473,3.0,2.0,"α=3.0,λ=2.0",true,20
473,3.0,2.0,"α=3.0,λ=2.0",false,63
474,control,control,control,true,49
474,control,control,control,false,78
474,1.5,1.0,"α=1.5,λ=1.0",true,46
474,1.5,1.0,"α=1.5,λ=1.0",false,75
474,2.0,1.5,"α=2.0,λ=1.5",true,46
474,2.0,1.5,"α=2.0,λ=1.5",false,75
474,3.0,2.0,"α=3.0,λ=2.0",true,48
474,3.0,2.0,"α=3.0,λ=2.0",false,76
475,control,control,control,true,84
475,control,control,control,false,81
475,1.5,1.0,"α=1.5,λ=1.0",true,83
475,1.5,1.0,"α=1.5,λ=1.0",false,2
475,2.0,1.5,"α=2.0,λ=1.5",true,83
475,2.0,1.5,"α=2.0,λ=1.5",false,51
475,3.0,2.0,"α=3.0,λ=2.0",true,84
475,3.0,2.0,"α=3.0,λ=2.0",false,49
476,control,control,control,true,74
476,control,control,control,false,83
476,1.5,1.0,"α=1.5,λ=1.0",true,72
476,1.5,1.0,"α=1.5,λ=1.0",false,83
476,2.0,1.5,"α=2.0,λ=1.5",true,73
476,2.0,1.5,"α=2.0,λ=1.5",false,83
476,3.0,2.0,"α=3.0,λ=2.0",true,74
476,3.0,2.0,"α=3.0,λ=2.0",false,83
477,control,control,control,true,71
477,control,control,control,false,66
477,1.5,1.0,"α=1.5,λ=1.0",true,64
477,1.5,1.0,"α=1.5,λ=1.0",false,55
477,2.0,1.5,"α=2.0,λ=1.5",true,66
477,2.0,1.5,"α=2.0,λ=1.5",false,55
477,3.0,2.0,"α=3.0,λ=2.0",true,68
477,3.0,2.0,"α=3.0,λ=2.0",false,57
478,control,control,control,true,31
478,control,control,control,false,25
478,1.5,1.0,"α=1.5,λ=1.0",true,20
478,1.5,1.0,"α=1.5,λ=1.0",false,20
478,2.0,1.5,"α=2.0,λ=1.5",true,20
478,2.0,1.5,"α=2.0,λ=1.5",false,20
478,3.0,2.0,"α=3.0,λ=2.0",true,23
478,3.0,2.0,"α=3.0,λ=2.0",false,22
479,control,control,control,true,76
479,control,control,control,false,73
479,1.5,1.0,"α=1.5,λ=1.0",true,3
479,1.5,1.0,"α=1.5,λ=1.0",false,63
479,2.0,1.5,"α=2.0,λ=1.5",true,3
479,2.0,1.5,"α=2.0,λ=1.5",false,67
479,3.0,2.0,"α=3.0,λ=2.0",true,44
479,3.0,2.0,"α=3.0,λ=2.0",false,70
480,control,control,control,true,57
480,control,control,control,false,31
480,1.5,1.0,"α=1.5,λ=1.0",true,56
480,1.5,1.0,"α=1.5,λ=1.0",false,19
480,2.0,1.5,"α=2.0,λ=1.5",true,56
480,2.0,1.5,"α=2.0,λ=1.5",false,23
480,3.0,2.0,"α=3.0,λ=2.0",true,56
480,3.0,2.0,"α=3.0,λ=2.0",false,26
481,control,control,control,true,46
481,control,control,control,false,69
481,1.5,1.0,"α=1.5,λ=1.0",true,29
481,1.5,1.0,"α=1.5,λ=1.0",false,66
481,2.0,1.5,"α=2.0,λ=1.5",true,33
481,2.0,1.5,"α=2.0,λ=1.5",false,67
481,3.0,2.0,"α=3.0,λ=2.0",true,37
481,3.0,2.0,"α=3.0,λ=2.0",false,68
482,control,control,control,true,21
482,control,control,control,false,95
482,1.5,1.0,"α=1.5,λ=1.0",true,17
482,1.5,1.0,"α=1.5,λ=1.0",false,49
482,2.0,1.5,"α=2.0,λ=1.5",true,17
482,2.0,1.5,"α=2.0,λ=1.5",false,56
482,3.0,2.0,"α=3.0,λ=2.0",true,18
482,3.0,2.0,"α=3.0,λ=2.0",false,71
483,control,control,control,true,42
483,control,control,control,false,28
483,1.5,1.0,"α=1.5,λ=1.0",true,10
483,1.5,1.0,"α=1.5,λ=1.0",false,10
483,2.0,1.5,"α=2.0,λ=1.5",true,15
483,2.0,1.5,"α=2.0,λ=1.5",false,11
483,3.0,2.0,"α=3.0,λ=2.0",true,25
483,3.0,2.0,"α=3.0,λ=2.0",false,17
484,control,control,control,true,91
484,control,control,control,false,24
484,1.5,1.0,"α=1.5,λ=1.0",true,2
484,1.5,1.0,"α=1.5,λ=1.0",false,20
484,2.0,1.5,"α=2.0,λ=1.5",true,59
484,2.0,1.5,"α=2.0,λ=1.5",false,21
484,3.0,2.0,"α=3.0,λ=2.0",true,71
484,3.0,2.0,"α=3.0,λ=2.0",false,22
485,control,control,control,true,79
485,control,control,control,false,31
485,1.5,1.0,"α=1.5,λ=1.0",true,36
485,1.5,1.0,"α=1.5,λ=1.0",false,18
485,2.0,1.5,"α=2.0,λ=1.5",true,31
485,2.0,1.5,"α=2.0,λ=1.5",false,21
485,3.0,2.0,"α=3.0,λ=2.0",true,36
485,3.0,2.0,"α=3.0,λ=2.0",false,25
486,control,control,control,true,82
486,control,control,control,false,64
486,1.5,1.0,"α=1.5,λ=1.0",true,3
486,1.5,1.0,"α=1.5,λ=1.0",false,2
486,2.0,1.5,"α=2.0,λ=1.5",true,3
486,2.0,1.5,"α=2.0,λ=1.5",false,2
486,3.0,2.0,"α=3.0,λ=2.0",true,3
486,3.0,2.0,"α=3.0,λ=2.0",false,2
487,control,control,control,true,24
487,control,control,control,false,42
487,1.5,1.0,"α=1.5,λ=1.0",true,20
487,1.5,1.0,"α=1.5,λ=1.0",false,42
487,2.0,1.5,"α=2.0,λ=1.5",true,21
487,2.0,1.5,"α=2.0,λ=1.5",false,42
487,3.0,2.0,"α=3.0,λ=2.0",true,21
487,3.0,2.0,"α=3.0,λ=2.0",false,42
488,control,control,control,true,69
488,control,control,control,false,74
488,1.5,1.0,"α=1.5,λ=1.0",true,31
488,1.5,1.0,"α=1.5,λ=1.0",false,69
488,2.0,1.5,"α=2.0,λ=1.5",true,37
488,2.0,1.5,"α=2.0,λ=1.5",false,70
488,3.0,2.0,"α=3.0,λ=2.0",true,42
488,3.0,2.0,"α=3.0,λ=2.0",false,73
489,control,control,control,true,87
489,control,control,control,false,28
489,1.5,1.0,"α=1.5,λ=1.0",true,53
489,1.5,1.0,"α=1.5,λ=1.0",false,25
489,2.0,1.5,"α=2.0,λ=1.5",true,66
489,2.0,1.5,"α=2.0,λ=1.5",false,25
489,3.0,2.0,"α=3.0,λ=2.0",true,78
489,3.0,2.0,"α=3.0,λ=2.0",false,26
490,control,control,control,true,35
490,control,control,control,false,29
490,1.5,1.0,"α=1.5,λ=1.0",true,11
490,1.5,1.0,"α=1.5,λ=1.0",false,26
490,2.0,1.5,"α=2.0,λ=1.5",true,11
490,2.0,1.5,"α=2.0,λ=1.5",false,26
490,3.0,2.0,"α=3.0,λ=2.0",true,19
490,3.0,2.0,"α=3.0,λ=2.0",false,27
491,control,control,control,true,99
491,control,control,control,false,78
491,1.5,1.0,"α=1.5,λ=1.0",true,61
491,1.5,1.0,"α=1.5,λ=1.0",false,22
491,2.0,1.5,"α=2.0,λ=1.5",true,62
491,2.0,1.5,"α=2.0,λ=1.5",false,33
491,3.0,2.0,"α=3.0,λ=2.0",true,75
491,3.0,2.0,"α=3.0,λ=2.0",false,48
492,control,control,control,true,33
492,control,control,control,false,45
492,1.5,1.0,"α=1.5,λ=1.0",true,26
492,1.5,1.0,"α=1.5,λ=1.0",false,41
492,2.0,1.5,"α=2.0,λ=1.5",true,26
492,2.0,1.5,"α=2.0,λ=1.5",false,42
492,3.0,2.0,"α=3.0,λ=2.0",true,27
492,3.0,2.0,"α=3.0,λ=2.0",false,44
493,control,control,control,true,67
493,control,control,control,false,87
493,1.5,1.0,"α=1.5,λ=1.0",true,63
493,1.5,1.0,"α=1.5,λ=1.0",false,78
493,2.0,1.5,"α=2.0,λ=1.5",true,63
493,2.0,1.5,"α=2.0,λ=1.5",false,79
493,3.0,2.0,"α=3.0,λ=2.0",true,63
493,3.0,2.0,"α=3.0,λ=2.0",false,80
494,control,control,control,true,69
494,control,control,control,false,91
494,1.5,1.0,"α=1.5,λ=1.0",true,16
494,1.5,1.0,"α=1.5,λ=1.0",false,83
494,2.0,1.5,"α=2.0,λ=1.5",true,18
494,2.0,1.5,"α=2.0,λ=1.5",false,85
494,3.0,2.0,"α=3.0,λ=2.0",true,30
494,3.0,2.0,"α=3.0,λ=2.0",false,90
495,control,control,control,true,41
495,control,control,control,false,87
495,1.5,1.0,"α=1.5,λ=1.0",true,38
495,1.5,1.0,"α=1.5,λ=1.0",false,80
495,2.0,1.5,"α=2.0,λ=1.5",true,39
495,2.0,1.5,"α=2.0,λ=1.5",false,80
495,3.0,2.0,"α=3.0,λ=2.0",true,41
495,3.0,2.0,"α=3.0,λ=2.0",false,82
496,control,control,control,true,21
496,control,control,control,false,41
496,1.5,1.0,"α=1.5,λ=1.0",true,6
496,1.5,1.0,"α=1.5,λ=1.0",false,29
496,2.0,1.5,"α=2.0,λ=1.5",true,8
496,2.0,1.5,"α=2.0,λ=1.5",false,32
496,3.0,2.0,"α=3.0,λ=2.0",true,9
496,3.0,2.0,"α=3.0,λ=2.0",false,38
497,control,control,control,true,71
497,control,control,control,false,79
497,1.5,1.0,"α=1.5,λ=1.0",true,67
497,1.5,1.0,"α=1.5,λ=1.0",false,18
497,2.0,1.5,"α=2.0,λ=1.5",true,68
497,2.0,1.5,"α=2.0,λ=1.5",false,24
497,3.0,2.0,"α=3.0,λ=2.0",true,70
497,3.0,2.0,"α=3.0,λ=2.0",false,34
498,control,control,control,true,89
498,control,control,control,false,72
498,1.5,1.0,"α=1.5,λ=1.0",true,47
498,1.5,1.0,"α=1.5,λ=1.0",false,40
498,2.0,1.5,"α=2.0,λ=1.5",true,58
498,2.0,1.5,"α=2.0,λ=1.5",false,42
498,3.0,2.0,"α=3.0,λ=2.0",true,74
498,3.0,2.0,"α=3.0,λ=2.0",false,52
499,control,control,control,true,59
499,control,control,control,false,51
499,1.5,1.0,"α=1.5,λ=1.0",true,24
499,1.5,1.0,"α=1.5,λ=1.0",false,2
499,2.0,1.5,"α=2.0,λ=1.5",true,38
499,2.0,1.5,"α=2.0,λ=1.5",false,30
499,3.0,2.0,"α=3.0,λ=2.0",true,47
499,3.0,2.0,"α=3.0,λ=2.0",false,34
